LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
R BARAO DO AMAZONAS;ABALROAMENTO;20130105 12:43;SABADO;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R VOLUNTARIOS DA PATRIA;ATROPELAMENTO;20130105 12:45;SABADO;1;0;0;0;0;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV FARIA LOBATO;ABALROAMENTO;20130105 13:00;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VALPARAISO;COLISAO;20130105 13:00;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20130105 13:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV BALTAZAR DE OLIVEIRA GARCIA;ABALROAMENTO;20130105 14:25;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R DR SALVADOR FRANCA;ABALROAMENTO;20130105 16:07;SABADO;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;LESTE
AV PROTASIO ALVES;ABALROAMENTO;20130105 16:30;SABADO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R VISCONDE DE MACAE;COLISAO;20130105 17:00;SABADO;0;0;0;0;1;0;0;0;0;1;0;0;0;CHUVOSO;DIA;NORTE
ESTR JOAO SALOMONI;COLISAO;20130105 17:00;SABADO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;COLISAO;20130105 17:03;SABADO;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
TRAV PROF EMETERIO GARCIA FERNANDEZ;ABALROAMENTO;20130105 17:48;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20130105 18:00;SABADO;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;NOITE;NORTE
AV IPIRANGA;ABALROAMENTO;20130105 18:10;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20130105 19:00;SABADO;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
AV BORGES DE MEDEIROS;COLISAO;20130105 19:00;SABADO;1;0;0;0;0;0;1;0;0;0;1;0;0;BOM;NOITE;CENTRO
AV VICENTE MONTEGGIA;COLISAO;20130105 19:30;SABADO;1;0;0;0;1;0;0;1;0;0;0;0;0;CHUVOSO;NOITE;SUL
R TOBIAS DA SILVA;ABALROAMENTO;20130105 20:30;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DR CAMPOS VELHO;ABALROAMENTO;20130105 20:30;SABADO;0;0;0;0;1;0;1;0;0;0;0;0;0;NUBLADO;NOITE;SUL
AV PROTASIO ALVES;ABALROAMENTO;20130105 20:35;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;LESTE
R LIBERAL;ABALROAMENTO;20130105 23:20;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV BALTAZAR DE OLIVEIRA GARCIA;ABALROAMENTO;20130105 23:50;SABADO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R DONA LAURA;ABALROAMENTO;20130106 00:40;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DR BARROS CASSAL;ABALROAMENTO;20130106 04:00;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
R SAO MANOEL;COLISAO;20130106 04:45;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV SERTORIO;CHOQUE;20130106 06:25;DOMINGO;3;0;1;1;0;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PERNAMBUCO;ABALROAMENTO;20130106 09:10;DOMINGO;3;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VINTE QUATRO DE OUTUBRO;ABALROAMENTO;20130106 09:37;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV SERTORIO;COLISAO;20130106 09:40;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV MARTIM FELIX BERTA;COLISAO;20130106 09:53;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;ABALROAMENTO;20130106 10:10;DOMINGO;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SENADOR TARSO DUTRA;ABALROAMENTO;20130106 10:50;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV DIARIO DE NOTICIAS;COLISAO;20130106 12:40;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R CEL CLAUDINO;ABALROAMENTO;20130106 13:50;DOMINGO;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV BERNARDINO SILVEIRA DE AMORIM;ABALROAMENTO;20130106 15:33;DOMINGO;0;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;NORTE
AV DA CAVALHADA;ABALROAMENTO;20130106 16:20;DOMINGO;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV JULIO DE CASTILHOS;ATROPELAMENTO;20130106 16:45;DOMINGO;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV IPIRANGA;EVENTUAL;20130106 17:25;DOMINGO;0;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;LESTE
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20130106 19:15;DOMINGO;1;0;0;0;2;0;0;0;1;0;0;0;0;BOM;NOITE;LESTE
AV CEL APARICIO BORGES;COLISAO;20130106 19:20;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20130106 21:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DOLORES DURAN;ABALROAMENTO;20130106 21:00;DOMINGO;0;0;0;0;2;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV PADRE CACIQUE;COLISAO;20130106 21:27;DOMINGO;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;SUL
AV PROTASIO ALVES;ATROPELAMENTO;20130106 22:15;DOMINGO;1;0;0;0;0;0;0;1;0;0;0;0;0;BOM;NOITE;LESTE
AV DA SERRARIA;ABALROAMENTO;20130106 23:00;DOMINGO;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV ICARAI;CHOQUE;20130107 00:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
ESTR COSTA GAMA;ABALROAMENTO;20130107 01:20;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130107 03:00;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV IPIRANGA;COLISAO;20130107 05:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;1;0;0;0;NUBLADO;NOITE;LESTE
AV MAUA;ABALROAMENTO;20130107 07:20;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
TUN NS DA CONCEICAO-GALERIA INFERIOR;ABALROAMENTO;20130107 07:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;CENTRO
AV BALTAZAR DE OLIVEIRA GARCIA;ATROPELAMENTO;20130107 08:00;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
ESTR COSTA GAMA;CHOQUE;20130107 08:00;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV EDGAR PIRES DE CASTRO;COLISAO;20130107 08:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
AV ASSIS BRASIL;ABALROAMENTO;20130107 09:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R LA PLATA;ABALROAMENTO;20130107 09:00;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PROTASIO ALVES;ABALROAMENTO;20130107 09:25;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
R JOAO ABBOTT;ABALROAMENTO;20130107 09:30;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;COLISAO;20130107 09:35;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV EDUARDO PRADO;COLISAO;20130107 09:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R SIQUEIRA CAMPOS;COLISAO;20130107 09:45;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
TRAV ESCOBAR;ABALROAMENTO;20130107 09:50;SEGUNDA-FEIRA;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;DIA;SUL
R BARAO DO COTEGIPE;ABALROAMENTO;20130107 09:53;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV SERTORIO;COLISAO;20130107 10:00;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR RAMIRO D'AVILA;CHOQUE;20130107 10:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PRESIDENTE CASTELO BRANCO;ABALROAMENTO;20130107 10:03;SEGUNDA-FEIRA;0;0;0;0;0;1;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV ICARAI;ABALROAMENTO;20130107 10:05;SEGUNDA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;NUBLADO;DIA;SUL
AV BENTO GONCALVES;COLISAO;20130107 10:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
ESTR COSTA GAMA;ABALROAMENTO;20130107 10:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R DOS ANDRADAS;ABALROAMENTO;20130107 10:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
R DR CAMPOS VELHO;ABALROAMENTO;20130107 10:30;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
R DOM PEDRO II;COLISAO;20130107 11:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV EDUARDO PRADO;COLISAO;20130107 11:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CAI;QUEDA;20130107 11:20;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV IPIRANGA;COLISAO;20130107 11:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ANTONIO CARLOS BERTA;ABALROAMENTO;20130107 11:34;SEGUNDA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;NORTE
AV DA AZENHA;ABALROAMENTO;20130107 11:40;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV MAJOR DIONISIO DORNELES;COLISAO;20130107 11:45;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R VOLUNTARIOS DA PATRIA;CHOQUE;20130107 11:49;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV JOAO PESSOA;COLISAO;20130107 11:50;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R SANTANA;ABALROAMENTO;20130107 12:00;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BERLIM;ABALROAMENTO;20130107 12:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV EDGAR PIRES DE CASTRO;ABALROAMENTO;20130107 13:10;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;SUL
R GEN LIMA E SILVA;COLISAO;20130107 13:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV DEZ DE MAIO;ABALROAMENTO;20130107 13:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;NUBLADO;DIA;NORTE
AV SERTORIO;COLISAO;20130107 14:00;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20130107 14:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R MARIO SOBROZA;CHOQUE;20130107 14:10;SEGUNDA-FEIRA;0;0;0;0;0;0;0;0;0;1;1;0;0;BOM;DIA;SUL
R ITABORAI;ABALROAMENTO;20130107 14:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R LA PLATA;COLISAO;20130107 14:25;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV FARRAPOS;COLISAO;20130107 14:25;SEGUNDA-FEIRA;0;0;0;0;0;0;0;0;0;2;0;0;0;NUBLADO;DIA;NORTE
AV PROTASIO ALVES;COLISAO;20130107 14:30;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV SERTORIO;ABALROAMENTO;20130107 14:30;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV CEARA;COLISAO;20130107 14:30;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV FARRAPOS;CHOQUE;20130107 14:55;SEGUNDA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20130107 15:00;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R IRMAO JOSE OTAO;ABALROAMENTO;20130107 15:00;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV ERICO VERISSIMO;COLISAO;20130107 15:15;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R PADRE DIOGO FEIJO;ABALROAMENTO;20130107 15:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R VALPARAISO;COLISAO;20130107 15:25;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
AV CRISTOVAO COLOMBO;ABALROAMENTO;20130107 15:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;CENTRO
AV BORGES DE MEDEIROS;COLISAO;20130107 15:45;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV ANTONIO CARVALHO;ABALROAMENTO;20130107 15:50;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV ASSIS BRASIL;ABALROAMENTO;20130107 15:50;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;ABALROAMENTO;20130107 15:50;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;CENTRO
R LA PLATA;ABALROAMENTO;20130107 16:10;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;LESTE
R MUCIO TEIXEIRA;ABALROAMENTO;20130107 16:15;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV IPIRANGA;NAO CADASTRADO;20130107 17:10;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
R SETE DE SETEMBRO;COLISAO;20130107 17:15;SEGUNDA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R DINARTE RIBEIRO;ABALROAMENTO;20130107 17:58;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R VALPARAISO;ABALROAMENTO;20130107 18:20;SEGUNDA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
ESTR AFONSO LOURENCO MARIANTE;ABALROAMENTO;20130107 18:40;SEGUNDA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;SUL
R VALPARAISO;ABALROAMENTO;20130107 18:50;SEGUNDA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;CHUVOSO;NOITE;LESTE
AV DAS INDUSTRIAS;COLISAO;20130107 19:07;SEGUNDA-FEIRA;2;0;0;0;1;0;0;0;0;0;0;1;0;BOM;NOITE;NORTE
AV DR CARLOS BARBOSA;COLISAO;20130107 19:35;SEGUNDA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;SUL
R DOMINGOS CRESCENCIO;QUEDA;20130107 20:25;SEGUNDA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV SERTORIO;COLISAO;20130107 21:30;SEGUNDA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SERTORIO;ABALROAMENTO;20130107 22:10;SEGUNDA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;NOITE;NORTE
AV BORGES DE MEDEIROS;QUEDA;20130108 01:10;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;CHUVOSO;NOITE;SUL
R MOSTARDEIRO;ABALROAMENTO;20130108 06:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV DESEMBARGADOR ANDRE DA ROCHA;EVENTUAL;20130108 07:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R AMERICO VESPUCIO;COLISAO;20130108 07:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV DANTE ANGELO PILLA;ABALROAMENTO;20130108 07:35;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;CHUVOSO;DIA;NORTE
PCA DOM FELICIANO;ABALROAMENTO;20130108 07:50;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R GEN CALDWELL;ABALROAMENTO;20130108 07:55;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;CHUVOSO;DIA;SUL
AV PAULO GAMA;COLISAO;20130108 08:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R PONCHE VERDE;COLISAO;20130108 08:30;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV SERTORIO;QUEDA;20130108 09:00;TERCA-FEIRA;1;0;0;0;0;0;0;0;1;0;0;0;0;BOM;DIA;NORTE
AV OSVALDO ARANHA;ABALROAMENTO;20130108 09:00;TERCA-FEIRA;0;0;0;0;0;0;1;1;0;0;0;0;0;CHUVOSO;DIA;CENTRO
R DR CAMPOS VELHO;CHOQUE;20130108 09:00;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;CHUVOSO;DIA;SUL
R ANDARAI;ABALROAMENTO;20130108 09:18;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R LA PLATA;ABALROAMENTO;20130108 09:29;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;LESTE
AV OSVALDO ARANHA;COLISAO;20130108 09:30;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV DR NILO PECANHA;CHOQUE;20130108 09:50;TERCA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;CHUVOSO;DIA;LESTE
AV JUCA BATISTA;COLISAO;20130108 10:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
AV GUIDO MONDIN;ABALROAMENTO;20130108 10:20;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
AV PROTASIO ALVES;COLISAO;20130108 10:30;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV ICARAI;COLISAO;20130108 10:40;TERCA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;SUL
R FRANCISCO CARNEIRO DA ROCHA;QUEDA;20130108 11:00;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV JAIME VIGNOLI;ABALROAMENTO;20130108 11:10;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R LA PLATA;ABALROAMENTO;20130108 11:33;TERCA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
R CEL VICENTE;ABALROAMENTO;20130108 11:40;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
AC DAS VIOLETAS CONJ RES JD MEDIANEIRA;ABALROAMENTO;20130108 12:00;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;NUBLADO;DIA;SUL
AV JOAO PESSOA;ABALROAMENTO;20130108 12:16;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R RAMIRO BARCELOS;ABALROAMENTO;20130108 12:35;TERCA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R DONA TEODORA;ABALROAMENTO;20130108 12:45;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R GEN CALDWELL;COLISAO;20130108 12:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;SUL
AV PROTASIO ALVES;COLISAO;20130108 13:10;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV GEN EMILIO LUCIO ESTEVES;ABALROAMENTO;20130108 13:10;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20130108 13:30;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV BENTO GONCALVES;ABALROAMENTO;20130108 13:58;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20130108 14:15;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV DA CAVALHADA;COLISAO;20130108 14:20;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R CEL CLAUDINO;COLISAO;20130108 14:25;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV CARLOS GOMES;COLISAO;20130108 14:30;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV POLONIA;ABALROAMENTO;20130108 14:35;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV CRISTOVAO COLOMBO;COLISAO;20130108 14:35;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;CENTRO
AV ASSIS BRASIL;ABALROAMENTO;20130108 15:00;TERCA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R CEL JOAO CORREA;ABALROAMENTO;20130108 15:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV PATRIA;ABALROAMENTO;20130108 15:00;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;NORTE
AV BENTO GONCALVES;ABALROAMENTO;20130108 15:15;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;NUBLADO;DIA;LESTE
AV PLINIO KROEFF;EVENTUAL;20130108 15:24;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R MARANGUAPE;ABALROAMENTO;20130108 15:45;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R JOSE MONTAURY;ABALROAMENTO;20130108 15:45;TERCA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV IPIRANGA;COLISAO;20130108 16:10;TERCA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV NITEROI;ABALROAMENTO;20130108 16:28;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV ASSIS BRASIL;COLISAO;20130108 16:40;TERCA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;NORTE
R LA PLATA;ABALROAMENTO;20130108 17:25;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV VENANCIO AIRES;ABALROAMENTO;20130108 17:55;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PAULO GAMA;COLISAO;20130108 18:27;TERCA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
