LOG1;TIPO_ACID;DATA_HORA;DIA_SEM;FERIDOS;MORTES;MORTE_POST;FATAIS;AUTO;TAXI;LOTACAO;ONIBUS_URB;ONIBUS_INT;CAMINHAO;MOTO;CARROCA;BICICLETA;TEMPO;NOITE_DIA;REGIAO
AV ASSIS BRASIL;COLISAO;20131218 18:00;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV BERLIM;COLISAO;20131218 18:00;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
TUN NS DA CONCEICAO-GALERIA INFERIOR;ABALROAMENTO;20131218 18:30;QUARTA-FEIRA;1;0;0;0;2;0;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
AV ASSIS BRASIL;ABALROAMENTO;20131218 18:40;QUARTA-FEIRA;1;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R PEDRO CHAVES BARCELOS;ABALROAMENTO;20131218 18:40;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
ESTR JOAO SALOMONI;ATROPELAMENTO;20131218 18:53;QUARTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R DR CAMPOS VELHO;COLISAO;20131218 19:00;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV IPIRANGA;ABALROAMENTO;20131218 19:05;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV JOAO WALLIG;COLISAO;20131218 19:50;QUARTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV TULIO DE ROSE;ABALROAMENTO;20131218 20:20;QUARTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;NUBLADO;NOITE;NORTE
AV PLINIO BRASIL MILANO;CHOQUE;20131218 22:31;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R DR ANTONIO MAZZAFERRO NETO;ABALROAMENTO;20131218 23:40;QUARTA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV CEL MARCOS;ABALROAMENTO;20131218 23:40;QUARTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
R NOVE DE JUNHO;COLISAO;20131219 01:15;QUINTA-FEIRA;2;0;0;0;0;0;0;0;0;0;2;0;0;BOM;NOITE;LESTE
R DR FELIX CONTREIRAS RODRIGUES;ABALROAMENTO;20131219 03:15;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV FARRAPOS;ABALROAMENTO;20131219 03:15;QUINTA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SANTO DIAS DA SILVA;ATROPELAMENTO;20131219 04:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV BENTO GONCALVES;COLISAO;20131219 05:00;QUINTA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV PERNAMBUCO;ABALROAMENTO;20131219 05:13;QUINTA-FEIRA;2;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV JUCA BATISTA;ABALROAMENTO;20131219 06:30;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV JULIO DE CASTILHOS;ABALROAMENTO;20131219 06:40;QUINTA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;CENTRO
AV A J RENNER;ABALROAMENTO;20131219 07:30;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R DR SEBASTIAO LEAO;ABALROAMENTO;20131219 07:50;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV PROTASIO ALVES;COLISAO;20131219 07:51;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;COLISAO;20131219 08:28;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R SANTO ANTONIO;COLISAO;20131219 08:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ICARAI;ABALROAMENTO;20131219 08:30;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;SUL
R GRACILIANO RAMOS;ABALROAMENTO;20131219 08:50;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R ADDA LUIZA CORDEIRO;ABALROAMENTO;20131219 08:57;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR OTAVIO SANTOS;ABALROAMENTO;20131219 09:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV BENTO GONCALVES;ABALROAMENTO;20131219 09:00;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
R GEN COUTO DE MAGALHAES;ABALROAMENTO;20131219 09:05;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20131219 09:15;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV ALBERTO PASQUALINI;COLISAO;20131219 09:35;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;COLISAO;20131219 09:40;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV OSVALDO ARANHA;ABALROAMENTO;20131219 09:40;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R SETE DE SETEMBRO;ATROPELAMENTO;20131219 09:50;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R TRUJILO;ABALROAMENTO;20131219 09:55;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PROTASIO ALVES;COLISAO;20131219 10:02;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV CRISTOVAO COLOMBO;COLISAO;20131219 10:10;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R AMELIA TELES;ABALROAMENTO;20131219 10:30;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV JOAO PESSOA;ABALROAMENTO;20131219 10:35;QUINTA-FEIRA;1;0;0;0;2;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R DONA ZULMIRA;ABALROAMENTO;20131219 10:45;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;SUL
AV EDVALDO PEREIRA PAIVA;ABALROAMENTO;20131219 10:52;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R SILVA JARDIM;ABALROAMENTO;20131219 11:00;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;LESTE
AV FARRAPOS;ABALROAMENTO;20131219 11:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20131219 11:05;QUINTA-FEIRA;0;0;0;0;0;0;0;0;0;2;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;COLISAO;20131219 11:15;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV BERNARDINO SILVEIRA PASTORIZA;ATROPELAMENTO;20131219 11:20;QUINTA-FEIRA;2;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R LEOPOLDO BIER;ABALROAMENTO;20131219 11:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;COLISAO;20131219 11:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R VINTE CINCO DE FEVEREIRO;COLISAO;20131219 11:50;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R SAPE;ABALROAMENTO;20131219 12:10;QUINTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
R OLAVO BILAC;ABALROAMENTO;20131219 12:15;QUINTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV DA CAVALHADA;COLISAO;20131219 12:15;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R ANITA GARIBALDI;ABALROAMENTO;20131219 13:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV PLINIO BRASIL MILANO;ABALROAMENTO;20131219 13:50;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV JOSE BONIFACIO;EVENTUAL;20131219 14:10;QUINTA-FEIRA;0;0;0;0;0;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
R CONSELHEIRO BRUSQUE;CHOQUE;20131219 14:15;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV SILVADO;COLISAO;20131219 14:20;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV GUAIBA;ABALROAMENTO;20131219 14:20;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV DR NILO PECANHA;ABALROAMENTO;20131219 15:07;QUINTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
AV MARTINS BASTOS;ABALROAMENTO;20131219 15:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R EDU CHAVES;ABALROAMENTO;20131219 15:32;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV MAUA;ABALROAMENTO;20131219 15:50;QUINTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
R PITORESCA;ATROPELAMENTO;20131219 16:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;1;BOM;DIA;LESTE
R PROF MARCELLO CASADO D'AZEVEDO;ABALROAMENTO;20131219 16:05;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV JOAO PESSOA;COLISAO;20131219 16:38;QUINTA-FEIRA;0;0;0;0;0;1;0;0;0;0;1;0;0;BOM;DIA;CENTRO
AV SERTORIO;COLISAO;20131219 16:50;QUINTA-FEIRA;0;0;0;0;4;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV JULIO DE CASTILHOS;COLISAO;20131219 17:15;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV JUCA BATISTA;COLISAO;20131219 17:25;QUINTA-FEIRA;0;0;0;0;0;0;0;0;0;2;0;0;0;BOM;DIA;SUL
R MONTEIRO LOBATO;ABALROAMENTO;20131219 17:30;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV SERTORIO;COLISAO;20131219 17:45;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV SENADOR SALGADO FILHO;ATROPELAMENTO;20131219 17:55;QUINTA-FEIRA;1;0;0;0;0;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R SANTOS PEDROSO;ABALROAMENTO;20131219 18:00;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R SANTOS PEDROSO;ABALROAMENTO;20131219 18:00;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
AV DA CAVALHADA;COLISAO;20131219 18:00;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV SERTORIO;ABALROAMENTO;20131219 18:30;QUINTA-FEIRA;1;0;0;0;2;0;0;1;0;0;1;0;0;BOM;NOITE;NORTE
AV SERTORIO;ABALROAMENTO;20131219 18:30;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV JUSCELINO KUBITSCHEK DE OLIVEIRA;ABALROAMENTO;20131219 18:40;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
R SAO SALVADOR;ABALROAMENTO;20131219 18:40;QUINTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
ESTR RETIRO DA PONTA GROSSA;ATROPELAMENTO;20131219 19:00;QUINTA-FEIRA;2;0;0;0;0;0;0;0;0;0;1;0;1;BOM;NOITE;SUL
AV DR CARLOS BARBOSA;ATROPELAMENTO;20131219 19:00;QUINTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV SENADOR TARSO DUTRA;ABALROAMENTO;20131219 19:12;QUINTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV SERTORIO;ABALROAMENTO;20131219 19:15;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV BERNARDINO SILVEIRA PASTORIZA;ABALROAMENTO;20131219 19:20;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
R BARAO DE ITAQUI;COLISAO;20131219 19:20;QUINTA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
ESTR JOAO DE OLIVEIRA REMIAO;COLISAO;20131219 19:45;QUINTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DR BARROS CASSAL;COLISAO;20131219 20:00;QUINTA-FEIRA;0;0;0;0;0;1;0;0;0;0;1;0;0;BOM;NOITE;CENTRO
R MALI;ATROPELAMENTO;20131220 02:15;SEXTA-FEIRA;1;0;0;0;0;0;0;0;0;1;0;0;0;BOM;NOITE;NORTE
R CEL BORDINI;CHOQUE;20131220 03:00;SEXTA-FEIRA;1;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
AV IPIRANGA;EVENTUAL;20131220 07:30;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PAULO GAMA;ABALROAMENTO;20131220 07:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV JULIO DE CASTILHOS;ABALROAMENTO;20131220 07:50;SEXTA-FEIRA;0;0;0;0;0;1;0;0;1;0;0;0;0;BOM;DIA;CENTRO
AV DO LAMI;COLISAO;20131220 08:00;SEXTA-FEIRA;0;1;0;1;1;0;0;0;0;0;0;0;1;BOM;DIA;SUL
AV PAULO GAMA;ABALROAMENTO;20131220 08:08;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV JUCA BATISTA;ABALROAMENTO;20131220 08:25;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R DR JOAO INACIO;ABALROAMENTO;20131220 08:40;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IGUASSU;ABALROAMENTO;20131220 08:45;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV FRANCISCO SILVEIRA BITENCOURT;ABALROAMENTO;20131220 09:20;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R DIOMARIO MOOJEN;CHOQUE;20131220 09:20;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;NUBLADO;DIA;SUL
AV SERTORIO;ABALROAMENTO;20131220 09:35;SEXTA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;NORTE
AV BRASIL;ABALROAMENTO;20131220 09:38;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV EDUARDO PRADO;COLISAO;20131220 09:45;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R ACELIO DAUDT;ABALROAMENTO;20131220 09:55;SEXTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;NORTE
AV ASSIS BRASIL;COLISAO;20131220 10:00;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R PROF CRISTIANO FISCHER;ABALROAMENTO;20131220 10:20;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV FARRAPOS;COLISAO;20131220 10:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV SERTORIO;COLISAO;20131220 10:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV BORGES DE MEDEIROS;ABALROAMENTO;20131220 10:30;SEXTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ASSIS BRASIL;COLISAO;20131220 10:50;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R MARQUES DO POMBAL;ABALROAMENTO;20131220 10:55;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;LESTE
AV SERTORIO;COLISAO;20131220 11:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
R CEL VICENTE;COLISAO;20131220 11:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV SERTORIO;COLISAO;20131220 11:13;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
PCA DOM FELICIANO;COLISAO;20131220 11:14;SEXTA-FEIRA;0;0;0;0;0;1;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV BASTIAN;ABALROAMENTO;20131220 11:15;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
R VINTE QUATRO DE OUTUBRO;COLISAO;20131220 11:30;SEXTA-FEIRA;1;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ELVIO ANTONIO FILIPETTO;ABALROAMENTO;20131220 12:10;SEXTA-FEIRA;0;0;0;0;1;0;0;0;1;0;0;0;0;BOM;DIA;NORTE
AV BRASIL;COLISAO;20131220 12:15;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
R CASEMIRO DE ABREU;COLISAO;20131220 12:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20131220 12:20;SEXTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ASSIS BRASIL;ABALROAMENTO;20131220 12:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR CASTRO DE MENEZES;ABALROAMENTO;20131220 12:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R DR JOAO INACIO;ABALROAMENTO;20131220 12:35;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R ROQUE CALAGE;ABALROAMENTO;20131220 12:40;SEXTA-FEIRA;3;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;NORTE
AV OSVALDO ARANHA;ABALROAMENTO;20131220 12:45;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV IPIRANGA;ABALROAMENTO;20131220 12:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R FELIPE CAMARAO;ABALROAMENTO;20131220 13:00;SEXTA-FEIRA;1;0;0;0;2;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R DR MURTINHO;ABALROAMENTO;20131220 13:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
LG VESPASIANO JULIO VEPPO;COLISAO;20131220 13:38;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;CENTRO
LG VESPASIANO JULIO VEPPO;ABALROAMENTO;20131220 13:54;SEXTA-FEIRA;0;0;0;0;1;0;0;0;0;1;0;0;0;BOM;DIA;CENTRO
AV CARLOS GOMES;ATROPELAMENTO;20131220 13:55;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV ASSIS BRASIL;ABALROAMENTO;20131220 14:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV IPIRANGA;ABALROAMENTO;20131220 14:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV FRANCISCO TREIN;ATROPELAMENTO;20131220 14:30;SEXTA-FEIRA;1;0;0;0;0;0;0;1;0;0;0;0;0;BOM;DIA;NORTE
R DR CAMPOS VELHO;COLISAO;20131220 14:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
AV DIARIO DE NOTICIAS;ABALROAMENTO;20131220 14:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R ALBERTO TORRES;ABALROAMENTO;20131220 14:40;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;DIA;CENTRO
AV ALBERTO PASQUALINI;ABALROAMENTO;20131220 15:00;SEXTA-FEIRA;1;0;0;0;1;0;0;1;0;0;0;0;0;BOM;DIA;LESTE
AV IPIRANGA;ABALROAMENTO;20131220 15:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
AV PLINIO BRASIL MILANO;COLISAO;20131220 15:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV DOS GAUCHOS;ABALROAMENTO;20131220 15:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV FARRAPOS;ABALROAMENTO;20131220 15:30;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV MARTIM FELIX BERTA;ABALROAMENTO;20131220 16:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;NORTE
AV EDGAR PIRES DE CASTRO;COLISAO;20131220 16:00;SEXTA-FEIRA;2;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;SUL
R FELIX DA CUNHA;ABALROAMENTO;20131220 16:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;LESTE
R CAIRU;ABALROAMENTO;20131220 16:15;SEXTA-FEIRA;1;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DONA TEODORA;ABALROAMENTO;20131220 17:00;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R DR CAMPOS VELHO;ABALROAMENTO;20131220 17:20;SEXTA-FEIRA;0;0;0;0;1;0;1;0;0;0;0;0;0;BOM;DIA;SUL
AV SERTORIO;COLISAO;20131220 17:25;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
R RAMIRO BARCELOS;ABALROAMENTO;20131220 17:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;CENTRO
R VOLUNTARIOS DA PATRIA;ABALROAMENTO;20131220 17:30;SEXTA-FEIRA;0;0;0;0;4;0;0;0;0;0;0;0;0;BOM;DIA;NORTE
AV WENCESLAU ESCOBAR;ABALROAMENTO;20131220 17:30;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;DIA;SUL
AV DO FORTE;ABALROAMENTO;20131220 18:20;SEXTA-FEIRA;2;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV DR NILO PECANHA;ABALROAMENTO;20131220 18:20;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R COMENDADOR ALVARO GUASPARI;ABALROAMENTO;20131220 18:20;SEXTA-FEIRA;0;0;0;0;1;1;0;0;0;0;0;0;0;BOM;NOITE;CENTRO
AV PROTASIO ALVES;ABALROAMENTO;20131220 18:45;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV SERTORIO;ABALROAMENTO;20131220 18:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV NONOAI;COLISAO;20131220 18:55;SEXTA-FEIRA;0;0;0;0;3;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV PROF OSCAR PEREIRA;COLISAO;20131220 19:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;SUL
AV CEL APARICIO BORGES;ATROPELAMENTO;20131220 19:00;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;0;0;0;BOM;NOITE;LESTE
R DOLORES DURAN;ABALROAMENTO;20131220 19:30;SEXTA-FEIRA;1;0;0;0;2;0;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV DA CAVALHADA;COLISAO;20131220 19:50;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;SUL
AV OTTO NIEMEYER;ABALROAMENTO;20131220 20:13;SEXTA-FEIRA;0;0;0;0;1;0;0;1;0;0;0;0;0;BOM;NOITE;SUL
AV PROTASIO ALVES;COLISAO;20131220 21:05;SEXTA-FEIRA;1;0;0;0;0;1;0;0;0;0;1;0;0;BOM;NOITE;LESTE
AV ASSIS BRASIL;COLISAO;20131220 21:10;SEXTA-FEIRA;0;0;0;0;2;0;0;0;0;0;0;0;0;BOM;NOITE;NORTE
AV SERTORIO;ABALROAMENTO;20131220 21:22;SEXTA-FEIRA;2;0;0;0;2;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV SERTORIO;ABALROAMENTO;20131220 21:40;SEXTA-FEIRA;1;0;0;0;1;0;0;0;0;0;1;0;0;BOM;NOITE;NORTE
AV PROTASIO ALVES;COLISAO;20131220 22:00;SEXTA-FEIRA;0;0;0;0;2;1;0;0;0;0;0;0;0;BOM;NOITE;LESTE
